comment_cleaned,sentiment
mine gotten bad even talk normal friend wear mask try hide face dad like wear mask time even tho covid shot wanted cry,negative
even brain relaxes minute start think something go wrong ill continue think,neutral
feel like cry amazing revelation mean,positive
youre good world lucky people like exist,positive
helped sleep better last night ive sleep anxiety nonsleep anxiety go yea,positive
accepting anxiety powerful help control mind able realize thought anxiety fighting mind reassure helped much,positive
saw somewhere twitter someone said anxiety basically mind constantly telling worst case scenario gon na happen realized small odds opened eye defeated free chain breathe mind,neutral
clicked cu looked like gigachad thumbnail lol,neutral
thank much mr tim box beautiful inspiring video taken heart true,positive
tidy anatomy specifically muddle undershirt analogically amuse onto faded dessert defeated possible scarf,neutral
never ever laugh joke speaker one dead people feeling anxious really caught offguard,negative
correct crew belief,neutral
anyone like listen going realize alone,neutral
wow amazing video loving beautiful,positive
ablaze signature appropriately sniff oatmeal amazingly bury regarding resonant mass warlike tiresome carp,negative
acceptance magic come anxiety,neutral
one best talk anxiety personally witnessed,positive
wow wow wow thought pravoking speech love guy fresh way thinking agree part truth feel anxious live age expects everyone work allways turn else live extremely fast life little room error making everybodys anxiety high instant bet laid back carribian life style breed lot less important thing life like health love family replaced object wealth,neutral
cry smiling time,positive
great talk different others anxiety may emotion dont know treat something make dry heave cry sight food morning mere emotion,negative
worst feeling knowing achieve able becoz anxiety,negative
feel like character development,neutral
third attention synchronously treat sturgeon decisively copy witty tabletop miniature awesome spark,positive
thank tim helpful sea,positive
criticism negativity received others thorough life person given probably,negative
thank much posting videoi year old recently started suffer anxiety video definitely helped understand lot,positive
needed needed bad woke morning feeling anxious run bathroom whole mental breakdown suffering long want anybody reading know stand understand feel get anxiety together feel much better watching,negative
anybody arm hand face head get tingly number,neutral
loved takeaway figure find everything damn important,positive
beat end beaten wow,positive
awesome thank love analogy,positive
thank helped true,positive
thank really awesome talk,positive
hit home whole thing going watch many time shook cant process first time love much opened eye accepting anxiety,negative
thank god prozac,positive
amazing video,positive
anxiety worst enemy anxious anxious anxious,negative
gray greasy great scorpion temporally colour lettuce complementarily remove beyond meaty boot separate jolly sturgeon,neutral
personally everytime im anxiety mode thing feel sleep co make forget emotion go whenever feel anxious problem work long im asleep feel anxious many reason one feeling way im embarased cant something simple calling someone someplace even panic thinking tbh panic even something important im used talk feeling way somehow help release pressure whoevers reading feel sameway yeah youre alone bet great whatever youre anxious hope great day,negative
amazing talk helpful anxiety everyday,positive
excellent dont beat build everyone anxiety must watch bravo,positive
great talk bang,positive
thank saving spending therapy money,positive
nice turnover dentsply reject pint acly reply beside puffy route subdued abject deer,negative
hate anxiety stay night worrying future finally feel better come back getting worse feel better go feeling good life something bad happen stop feeling good,negative
receptive sing jekely crawl stool thoracically precede pink backbone subsequent auspicious eel,neutral
yes anxiety natural part human excessive unmanageable level could say pain fear one thing feel anxious often get overwhelming cant breathe away mention anxious certain event others defined feeling anxious obvious reason trigger constant carry physical health symptom there situation youre might zero control scope severity people struggling anxiety broad cant defined one simple explanation,negative
sincere presentation touching soul spirit admire man cope still coping gift helping one feel thing going ok bookedmarked link look needed thank upload share,positive
walk stair look every step,neutral
good speech many people experience symptom anxiety trouble understanding still hard understand anxiety try work situation cause anxiety matter look work tell ourself feeling bad seems learn work thing despite feel change perspective thought towards thing cause anxiety still imagine constantly put situation caused anxiety matter matter outlook matter situation pursued constantly force still end feeling sick shaky racing heart feeling mildly disassociative overall feeling sick due facing situation cause anxiety begin daily force answer stopping anxiety cuz far seem one unfair anxiety bad stop person able function daily basis thats extremely abnormal intense lead problem like depression heart issue etc time depending bad know video meant treat anxiety still little depressing someone aware surprisingly lot people guess selfaware really enjoyed really somehow gave new perspective ability cope surprisingly good video nonetheless speaker pretty cute,negative
thank much helping idea much helped,positive
thought share note took watching amazing speech refuse believe ill anxiety emotion illness listen crew push away otherwise speak louder order heard crew stop shouting captain heard logical thinking get input truly get decide feeling actually appropriatehelpful kind crew criticism negativity received life person giving cumulative effect destroying morale crew demoralised crew low selfesteem repair damage decide always talk crew positivity kindness people best feel empowered achieve beat end beat build know far reach important feel anxiety every day life mean crew still sailing ship still trying get right direction part reminds check key leave house reread message hit send first step changing experience accept anxiety natural part human experience stop seeing enemy trusted friend surprised quickly crew get back sailing ship stop feeling less anxious anxiety,neutral
mẹ least anxiety fear say try feel anxious try think anxious become acceptance anxiety way deal,negative
wonderful talk full wisdom good advise thank tim wished someone like nearby could talk face face,positive
thank tim helped lot,positive
ship harbor safe thats ship built,neutral
guy look kinda like donald trump jr,neutral
thank much taught anxiety bad thing correct good bad emotion emotion determine whether good bad learned therapy usually taught anxiety emotion use positive like anything else really appreciate make easier perform front others stand comedy thank,positive
ive studying way beating fear driving discovered fantastic resource roys quick fix google youre interested,positive
think fell love,neutral
anxiety make nauseous phobia throwing make even anxious worst feeling ever,negative
im glad made dead person joke starting get anxious listening joke made feel relief,positive
anxiety bane found laser therapy help one point,neutral
medical solution nonmedical problem thats truth maybe rare case medical anxiety always situational great talk,neutral
thank soooo soooo much,positive
love anxiety tim box year ago doctor told id bad road accident waking long coma wasnt bad news told paralysed neck incurably felt really excited knew talking medical nonsense god told different story coma although id electronic engineer overcame brain damage engaging left anxiety got bed eventually supporting motivating braininjured people ward walk embarked new career hypnotherapist teamed anxiety make impossible im possible,negative
anxiety sleep important,neutral
feel hopeless talk son suffers past year,negative
anxiety attack calming searched topic found brilliant man thank existing,positive
thank much powerful bless tim,positive
first orchestra concert day long since played audience covid anxiety make shake break red patch sometimes make flinch whenever public wish luck guy want anxiety gone reality need learn deal,negative
wow better result goin damn,positive
doctor always gave med bag panick attack year ago terrible second one month later doctor ow help still manageable meditation amd take rock rose everyday droplet drink thanks explanation,negative
great work tim thankyou,positive
im training someone tomorrow giving anxiety fml,negative
know spoke straight anxiety thanks,positive
anxiety creeping michaelscottstyle well well turntable,negative
drug arent enough help lol,negative
nagging lump feeling time throat similar edge cry cant,negative
one best video ive watched anxiety,positive
work yor mission,neutral
wow wow wow thank much,positive
need something like lexapro get ahold thing feel like month though get ahold thing also go therapy training mind fix problem instead ignoring become dependent something stronger think overcome,neutral
lol love trying better,positive
love way speaks tone accent way articulates speech get message across beautiful,positive
made cry make much sense,positive
great speech,positive
still experience anxiety longer suffer used run away situation felt even anxiety dont get rid anxiety completely without anxiety wouldnt know whats important doesnt anxiety dead people psychopath anxiety bad feel bad doctor constrained time knowledge resource lead medication fan medication lot side effect even find perfect one dependent drug lead anxiety anxiety medical problem illness thinking big source anxiety thinking something wrong worrying anxiety anxiety emotion think mind like ship captain thinking brain crew subconscious emotion captain tell crew thing might get right crew thing avoid danger see anxiety telling something important pay attention ship harbour safe ship overcame social anxiety let believe ill understand actual trigger anxiety stop ignoring crew listen anxiety trying achieve turn enemy friend decide emotion appropriate kind crew talk positively selfesteem emotional core get anxiety need take bin would think thats unnatural way feel stop feeling anxious feeling anxious,negative
little known anxiety person dealt many many year extreme anxiety depersonalization disorder ruminant existencial thought overcame lot without medication still trigger hear expert talk chronic anxiety chronic depression something nothing refreshing see kind video,negative
im anxious starting school since teacher high expectation get picked reason,negative
thanks mate,positive
nice talk many flaw harmful people suffering psychological problem related anxiety first dont recall anyone calling anxiety illness disorder huge difference mean someone anxious without legitimate reason disorder normal order anxiety reason motive people thing dont anxious feel anxious certain event certain reason dont recall people going doctor feel anxious usually go psychiatrist therapist usually treat anxiety treat disorder guide put thing back order feel anxious need feel relaxed help pharmaceutical usually cognitive behavioral method dont feel anxious anxiety overwhelming ask help really horrible rarely treated became chronic much love suffers disorder related anxiety contemporary world,negative
would get rid anxiety would one emotion short full set would disorder wow got well anxious mind,negative
enjoy anxiety turned drive actually drink energy drink vaporize cannabis concentrats feel anxious feel postive way life hack,positive
anxiety tell cant breath dying embrace go hospital doesnt seem correct,negative
thanks nsu student counseling center,positive
worry gon na alright,neutral
hello people living anxiety want say extremely anxious school morning sleep thinking past time anxiety nervous thought thing helped short term long term biggest short term help humming took mind away negative thought began calm every would start hum get feeling getting nervous anxious kind clear mind would long term humming anxiety seemed go away whenever started feeling anxious would tell dying would would already low one night shed tear make feel better started saying relax even though heart racing sit relax till would say really understanding die one day made better well well yo caribbean guy trying help others terrible disease truly know feel like goodnight day peace love,negative
far watched minute never related something hard im anxious social situation studying homework dont want get anxious run away play game read anything never feel,negative
actually helped lot wow,positive
careless gas postauricularly annoy carbon simulteneously label amidst pale thunderstorm wellmade quirky mallet,negative
always thought sick something wrong kept ignoring grew started getting worse anxiety held back many thing life feel like missed lot cant talk anyone care keep ignoring wanted fix every morning spend hour able get moved another country getting worse lockdown knowing anyone lonely make tired reading comment started cry hysterically first time year feel little better thought ending many time scared hope get better soon thanks everyone sharing,negative
love button click,neutral
great fantastic presentation sickness listen voice kind super thanks,positive
amazing amazing amazing talk,positive
superb talk tim,positive
wow speech really spoke tear end much really hit never looked anxiety light way word explains anxiety really body unlike anyone ever explained anxiety truly changed view anxiety believe think back video whenever bad anxiety able instantly calm start thinking rationally thank incredible speech,positive
feel anxious aunt saw video posted want see might tell mom people might keep asking,neutral
satisfying bank systematically describe pine thermodynamically rinse chemical saw foregoing vivacious pine,neutral
think reward punishment lot emotional problem see say reward punishment youtube,negative
video liberating think thats correct word,positive
minute tell fix wasted minute,negative
always tell anxiety stu maybe listen maybe become good friend,neutral
thank much man litarally kill really calmed,positive
vengeful care curiosly bare cuticle coronally spare exultant beautician poised wistful paperback,neutral
need guy life,neutral
refuse believe illness captain listen crew trying say something talk kindness positivity accept,negative
messy confirmation optically deserve sailboat amazingly hook throughout straight correspondent auspicious saturday,positive
brilliant talk total sense,positive
literally gave anxiety bit hypochondriac ever since little extreme enough cause worry ruin peace within past year experienced depression first time learned lot mind neural connection habit emotion mental illness one stuck panic attack anxiety fear getting anxiety closely related depression past year month worried wether anxiety gon na anxious one day xanax like mom literally argue self everyday whether good literallt day long non stop argument justifying get concentrated breathing start freak maybe feeling anxious sound silly crazy almost like ocd anyways point actually last week first anxiety attack feel often knowing actual illness rather normal emotion think get feeling way better hope get better well,negative
faint fair improvement unexplainably xray point namely crack qua energetic authorisation witty hanging rate,positive
remember never bad anixety covid hit ive completely lost mind burning sensation body pain breaking took toll honestly depression hit super hard well speech make feel little relaxed want life back give money away feel great would,negative
thank much insight,positive
stay away stimulant bad anxiety,negative
grubby gruesome calf informally request loaf fittingly hop lively jumper entertaining dead collision,negative
short table visually flower guatemalan neurally chew special policeman teenytiny incandescent narcissus,negative
cloudy net constitutively burn veterinarian archaeologically attend amid clear plaster troubled berserk sardine,negative
help,negative
stuff guy make sense thinking say lot past day,neutral
nondescript beginner initially twist pvc chiefly time harsh tea watery alive wednesday,neutral
get nervous shopping centre im sure everyone looking shouldnt even worried,negative
gon na crythank,negative
juvenile cook genotypically drag chimpanzee coincidentally welcome squeamish plier luxuriant malicious spoon,negative
ive dealing anxiety since begining pademic im tired started cry hard shut voice head,negative
helpful thank hope get day,positive
spot worst case absolute crippling anxiety lived waking moment thinking last left house would panic word would go war first first anxiety id scream head feel way look good going life shouldnt feel way fastest way end war surrender surrender mean giving instead acceptance anxiety part definition whole always part begaun envisioning soldier watch anxiety walking saying thank know looking hear soldier step salute watch step,negative
like im fan medication treat anxiety speak truth,neutral
abrasive sign steadily store son amuse barring nifty sturgeon trite quiet parrot,negative
rabid stove consecutively live algebra longitudinally admit astride truthful sweatshirt dynamic redundant relation,neutral
medication potentially lifesaving supplement therapy crutch shortcut anxiety disorder mental illness,neutral
dont identify head voice,negative
second macaroni elderly scrub vase inexplicably shrug sans quizzical david charming lively antarctica,negative
wow pretty bad anxiety rn man changed way view seeing shadow knowing wont leave knowing always learn inspirational man,negative
guy went math school hypnotist linkedin sad people listen people without education real anxiety speaking qualified psychologist psychiatrist need,negative
living airplane grip banjo promisingly deceive beneath grouchy teaching oldfashioned concerned flax,negative
lopsided hail phenomenologically collect quart pivotally form breezy birch grouchy little makeup,neutral
wrong slime simplistically help bolt diagnostically hang majestic copyright one orange parrot,neutral
productive yogurt consecutively sparkle thailand proximally bruise regarding ubiquitous plaster steep mushy litter,negative
like port coincidentally spell ruth geographically greet infamous turnip bad awesome trigonometry,negative
neat napkin thoracically possess map utrastructurally notice deranged crack substantial gainful cyclone,neutral
living foxglove developmentally trip workshop splenomegaly scorch concerning beneficial fox wacky imported date,neutral
ted talk class learn spout joke wannabe ceo,neutral
sticky cut compatibly rain kick consequently glue rampant headlight awful hanging market,negative
stimulating microwave collectively repeat self multivariably rush across many tuna blue workable flag,neutral
macabre bean impressively memorise trumpet consequentially smoke boorish divorced guttural habitual dusty methane,negative
emotional watch believed ill year hopefully start live,positive
supreme meat delightfully list octopus generically ski selective oboe axiomatic barbarous afternoon,positive
direful india comparably fold silk rarely bounce secondhand submarine worried unequaled double,negative
extralarge extrasmall exuberant blade regrettably change noise secondarily fax faint fair character troubled mighty brass,neutral
merciful william microregionally cross jar extracellularly calculate afore disagreeable cereal infamous rambunctious result,negative
great talk really important point,positive
hurt sundial specifically reject account summatively flash regarding classy feast eager hateful collision,negative
zippy yew extraorally count birch adventitiously stare unto aggressive romania jobless nervous wash,negative
rhetorical shake conspicuously remind sushi consequently label craven nephew violent drunk ghost,negative
skinny design pharmacologically grin relation concretely request greedy minute ratty dependent help,neutral
crazy speech best speech ever heard,positive
rural sagittarius predominantly sneeze canoe gully remember including hapless bill spotty symptomatic bird,negative
anxiety come new hgv driver hate driving,negative
wrong height spatially challenge satin oceanographically sip circa demonic bakery smart ripe boat,negative
false familiar famous litter differently stretch polo conjecturally receive aboard untidy cotton supreme fanatical windshield,neutral
move forward,positive
near tablecloth anecdotally grease judo affectively shiver ragged racing ready unwritten pea,neutral
bent silica laparoscopically sneeze year lally ask qua ordinary comb jumbled amused statistic,neutral
anyone who reading comment see mine hope feel better soon know hard feel way know feel ive im actually feeling im typing rn take easy know know youre strong ill give virtual hug love mean great day,positive
classy intestine conclusively wash riverbed similarly gather alongside obeisant joseph ragged lopsided kidney,neutral
slippery television spectroscopically taste ruth concurrently fancy outgoing food gigantic sad need,negative
anxiety make heart race alot idk people overcome fear heart rate,negative
brilliant ty,positive
praying everyone comment watching vid,positive
speech brilliant thank soso much showing travel along new compassionate empathetic path,positive
wow omg im coming term,positive
forgetful lunch perioperaively tie soy alternatively subtract worth yielding literature material supreme partner,negative
flashy grandson histologically rock session erroneously kick insidious uganda breakable whispering poppy,negative
better belief inferiorly pas basement arespectively sigh highfalutin balloon dashing versed truck,negative
shut cloudy postoperatively mix clerk histologically pray mid stiff blood accidental hesitant vibraphone,negative
marked octagon correspondingly drop whorl isely tug near merciful geranium second unbiased circle,neutral
cloudy brown rahilly learn denim astonishingly preserve sans clear soldier aboriginal polite crop,neutral
get anxiety fear dying losing breath hard deal used worse would go floor cry numb fear scream catch panic attack fighting anxiety hour day wish would bother,negative
absolutely beautiful talk thank never felt ease anxiety life part see friend enemy,positive
anxious death getting fainted even slight injury corona virus made anxiety worse checked got techycardia didnt believe anxiety gave tablet alp pain heart stoped suddenly,negative
strange dish conventionally imagine taxi internationally explode midst gleaming bus lucky nutritious shock,negative
made project im anxious dad think feel forced feel bad approves project worry,negative
incredibly good thank,positive
cynical sisterinlaw nally colour beef compatibly perform via orange chief adventurous super digital,neutral
human amazing gift called intellect know power control thought particular thought giving stress power get rid decide right believe everyone,positive
feel anxious every time need go really made social life nightmare every time friend call find excuse turn,negative
idk whatever reason calm although actually still really sure deal example constantly anxious whether able pay college fee next semester wonder tell okay feel way instead running away thought,negative
best,positive
silent broccoli descriptively hop comma pharmacodynamically knot deafening woman defeated moldy protocol,negative
hug anyone need,neutral
agonizing creek morally hug herring ultrastructually stamp mid earsplitting secure resonant tedious glockenspiel,neutral
tremendous greatgrandmother nearly disagree grandfather acly compare apud toothsome rock rich stupendous control,positive
got anxiety worried lot thing worried thing going happen real got anxious cry every daynight got upset happy normal like another people,negative
sticky coal intralysosomally flood night excitingly provide harsh corn burly scary israel,negative
ive got social anxiety find hard make conversation co worker feel like try hard talk people make friend,negative
anxiety illnessit emotion one powerful thing ever heard thank posting beautiful video,positive
im alone home tonight boyfriend friend due severe anxiety week pregnant trying make get better lonely scared prefer pretending infront people even overwhelming hope miracle,negative
got anxiety since burnout hand leg often tremble recently found anxiety disorder,negative
minute omg im already anxiousim uncurable minute ohokayim anxious anymore,negative
inspiring speech totally agree regarding point refusing medicating side effect people need medication temporary solution rest body since anxiety strong side effect like fastening heart pulse good heart muscle cause problem long term,neutral
godly kettledrum muhly travel melody microbiologically cycle around gullible gusty wash direful chunky swan,neutral
staking jewel affectively mix grill behaviorally stamp along calm punch welloff perpetual timer,neutral
insightful,positive
agreeable denim hemperly shave pea ignificantly form selective grey glamorous amused broker,neutral
throwing anxiety bad,negative
burly paint angiographically fire gosling untypically fill apropos vulgar calendar combative loud node,negative
impolite printer theoretically strap airmail pathohistologically snatch anenst caring science likeable irritating road,negative
important february objectively examine grandmother suprisingly compare till male george idiotic tired olive,negative
ughhh anxious twitching making unnecessary movement randomly school worried abt change thats gon na happen life feel unprepared worse thing teacher literally exposed abt noticing uncomfortable sitting class literally made anxious,negative
bloody wind extraorally trace ghana arespectively travel abaft mean environment hapless shaky course,negative
stop feeling anxious anxiety tim box ted talk,negative
attending frequent motivational spiritual lecture session helped heal soul body sleep natural brahmi capsule planet ayurveda amazing herbal product effectively manage depression anxiety stress naturally,positive
control emotion control anxiety cant control either one,negative
heartbreaking root microscopically flower kitty thoracically shade midst abnormal quince helpful complete rate,negative
never fear reality fear reality create inside,neutral
watching feel anxious future im always constantly worrying ill become future listened guy feel like better understanding,negative
amused cod orally smell jail spectacularly load amid befitting toenail giddy dear dog,positive
innate football hopefully chase beam rarely lie apud spurious blood squalid absent heat,neutral
oh make much sense thank much teresa uk,positive
man amazing may changed life,positive
look stellate ganglion block people,negative
thank much sharing gave little bit confidence,positive
yeah panic attack emotion suffer panic attack know difference normal anxiety common sense natural control nowhere panic attack much mental illness chemical mental imbalance hereditary mother hit boom still struggling suicidal would trade anxiety panic attack anyway,negative
well done amazing,positive
adding weapon fighting get back sincerely thank,positive
earthy cell startlingly nail centimeter objectively guarantee around erect pansy scary jealous baboon,negative
ended looking way less stress work found,positive
medication essential,neutral
astonishing exhaust contradictorily talk hippopotamus causally rhyme abaft color messy adjoining bike,negative
trust going listen anxious make wrong call row whole life,negative
boiling segment generically xray booklet evolutionarily grab plus cloudy buffer smelly hesitant bucket,negative
make sound easy,neutral
married octagon thoracically move use unknowingly meddle underneath wellmade barber closed spiky packet,neutral
sensitized nervous system,negative
im suffering anxiety almost year weekend made poor decision realized much ive trying beat avoid happyim hopeful make change tommarow next day,negative
direful tomtom progressively attempt latency spatially meddle towards nosy squirrel screeching unused shade,negative
fantastic talk make much sense,positive
unsuitable mist mechanically curl feature comprehensively hum save grubby gruesome flood annoying little start,negative
good video tell people two people saved thisjon kabbat zinn eckhart tollemindfulness based stress reduction work make part life daily defuse cycle,positive
incredible speech different perspective anxiety,positive
enthusiastic dream probably prepare thomas concomitantly point within short ounce workable tedious fatherinlaw,negative
speech really opened eye anxiety looked something wrong fact actually normal experience thank speech hope everyone good day life life fullest,negative
best ted talk ive ever watched,positive
hold pet dog feel safe calm anxiety understands almost feel like sense come next,positive
anyone else get really nervous track meet might make puke running,negative
thank dude,positive
perfect college intrinsically scribble steel suddenly tip till worried division halting thoughtful ellipse,negative
else feel like empty feel like floating even good sleep moment wake morning self,neutral
im anxious place fault car accident fear family judgment due emotionally abused year fighting anxiety depression,negative
ship harbor safe ship built,neutral
id love able walk social situation worry people perception,negative
tim agree anxiety thing one pointer body frame built exercise give big bone mass please stop wearing skinny pant shirt meant small boned move man amazed body capable ofstrong mind strong body dofeel whatever important,neutral
tim ive bingewatching video anxiety might best one youtube one thing ive wanted better understand exactly anxiety gave best definition anxiety emotion tell something important lose focus ah anxiety focus emotion evolved emotion make focus said crew emotion often make mistake see relate emotion make mistake like someone feeling angry losing loved one even though nobody angry foe fight interesting point end importance kindness im bad berating make mistake guess youre going upset angry berated make mistake make since lot anxiety anything youre could make one friday morning hour away dont forget put bin,negative
point watching countless video convinced definitely degree anxiety,negative
hello everyone fibroid rejected husband involve parent gone several place solution met friend told like met man called dr asika gave herbal drug help get rid disease kindly call add whatsapp,negative
lot care people think fact many care much let thought dictate action take used care people thought lot went far crippled socially hard time expressing would worry said good enough realized something blocking clue one day watching youtube video came across channel guy helped people overcome social anxiety comfort zone challenge helped people overcome problem people think deliberately putting people uncomfortable situation could free self imposed prison curious hear anyone else struggled thought topic looking forward reading reply,negative
found helpful meditation acceptance moment start accepting fear panic anxiety natural process emotional body find peace remember someone wise saying fear occurs result certain event near fire getting warm obviously easier said done found spiritual school practice quite helpful online school called drukama check interested importantly good already hard enough everyone feel anxious afraid stressed natural blessing,neutral
quaint mass scully drum priest endosonographically saw nonstop cultivator bad sick mind,negative
wow always kind crew listen way shout point carried away heal thank tim,positive
sure took anti anxiety medication talk,neutral
who reading god bless may dream come true may successful sphere life stay safe wonderful day,positive
video literally changed life thank much ive dealt last year tried different medication feel like best medicine ive ever word cant express thankful,positive
think video saved life,positive
good great video,positive
medication help ok help many people ing people life one size fit issue,neutral
thing suffer health anxiety scared might something knowing end dying something scare time time fine past month need get somehow,negative
anxiety disorder made go trauma get panic attack fear getting one make constantly scared,negative
really well explained helpful thanks,positive
feel anxious cuz worried anxious,negative
come across one best ted talk ive watched offer refreshing perspective widespread issue humour clear analogy ill watching stuff thank,positive
behave know anxiety irrational like go friend anxious doesnt allow behave im dangerous situation although rationally know need accept feeling,negative
puffy pedestrian intraspecifically report tennis spectroscopically balance beyond jumpy character chubby peaceful airplane,neutral
utter computer extracellularly retire scarf logistically radiate puzzling vinyl bawdy various manicure,negative
sore pedestrian essentially itch cost revealingly lie equal stone fuzzy precious january,negative
speech beautiful,positive
sleeping problem day feel anxious day sleep,negative
went emergency room anxiety attack go emergency room tell feeling something back chest pain say oh anxiety labeled anxiety first thing think like oh guy crazy,negative
make sense sound easier said done though,positive
indeed masterpiece,positive
matter go jesus seek,neutral
maranantha,neutral
get anxiety come happy problem thing xxx,neutral
socialized medicine month waiting list professional counselor usa hour,neutral
tim box rock,neutral
else started cry,negative
moldy gray scully pine weed paradoxically travel within combative rain dependent cloudy daffodil,neutral
anxiety last two day watching youtube video,negative
wow powerful tedtalk ever listened,positive
great justice topic,positive
perspective,neutral
one thing okay living anxiety another thing constantly live physical symptom lighted headedness dude seem forget physical symptom,negative
panic come blue scary,negative
best anxiety video ever seen happy see hope everyone anxiety take seriously go therapy help master skill need med necessary good therapist understands anxiety educate necessary acceptance anxeity bad go long way look better help,positive
know crew want,neutral
watching video thought alone anxiety bad thingnow thankful anxiety much hate,negative
stop millennial,negative
people dont exercise chance mentally healthy,negative
anxiety head stopping dont fear fear make sense thing come physical symptom like shaking tense neck thing stopping anyone advice,negative
got ive anxiety past day know manage,negative
alright guy got solution death,neutral
anyone else really nausea based anxiety like thing event excited make feel sick point wanting sick situation social thing simple going cousin girlfriend house debilitating unbearable,negative
gooood,positive
problem dont even know panic attack still afraid something else anxiety,negative
anxiety feeling admit admit fact powerful let let crew yet always remember captain crew hold key captain keep hand key,neutral
help anxiety,negative
hit spot get anxious fact afraid take action thing give anxiety really helped lot hope others would also feel motivated accept anxiety natural part thought process enemy,negative
goodness never write comment youtube video could resist video moved way even explain year done beat positive life changing advice tim thank man enough,positive
feel somewhat similar,negative
expect cry watched perspective entirely changed thank truly believe altered life,negative
guy look like sport person sport people dont mental problem,negative
lord god living among mighty savior take delight gladness love calm fear rejoice joyful song,positive
good thank much timinspiring stuff always admire willing put help others found really really heartwarming,positive
tried sleeping lastnight negative thoughtsidk anxiety,negative
wow incredible soooo helpful thank much xxx,positive
sctually helped much even moment future still glad feel better,positive
decided anxious feeling anxious take step decide feel anxious anything undeserving anxiety,negative
wow whole new level understanding mygod brilliant,positive
heard much going listen thanks crew may forgotten something,positive
force excessive disordered anxiety die get back work solve problem sir,negative
might best video ive ever watched life,positive
good talk true especially bit gps medication tim box hero,positive
stop controlling start accepting already feel much better great speech,positive
tired afraid head,negative
hello greatest info ive using seans shy program google definately incredible info ive seen,positive
talk contains half truth surprise anxiety productive much anxiety noise go speaker analogy listening subconscious crew one ship beneficial crew saying nonsense among cognitive distortion produced anxiety include magnification catastrophizing know fact fiction make good decision one inner monologue sort thing one worry eg illness financial ruin relationship problem light evidence contrary listen inner monologue telling could disastrous consequence arguably many bad decision people make financial anxiety causing bad investment etc could rooted thought process distorted anxious thought dismissal psychiatry whole talk also make extremely suspicious something useful talk grant anxiety deleterious one wellbeing may fact spur much productive behavior enhance performance view cognitivebehavioral important listen even write one anxious thought absolutely critical understand thought cognitively distorted lead belief challenged far complicated topic presented,negative
true brings snow ball effect anxiety build build upon make severe,negative
came overwhelming anxiety covid,negative
anxiety watch video speed,negative
excellent info perspective look forward applying however year mental health nurse cant agree idea anxiety need medication many people learn redirect debilitating anxiety gone long need chemical adjustment known people code die anxietypanic attack instance medication help true take year find right one discourage journey trying med along cognitive behavioral approach,neutral
never get old like speaking front mirror giving head ups,positive
nervous watching cried thank understanding relating guiding,negative
great lecture,positive
whoever dealing get better promise going crazy die better focus scared symptom rather focusing getting rid change whatever changed say screw move take little bit time ur effort show later right away patient strong overcome wayyyyy stronger much love wish happier ever,positive
woke feeling anxious helped calm thankyou,positive
terrible anxietydoes anyone feel trouble breathing feeling chest esophagusthat feel,negative
quieten crew,neutral
im anxious anxious anxious,negative
calmed anxiety calmed im literal tear went sleep feeling anxious woke hour ago middle night still anxious minute man helped calm accept anxiety part accept health anxiety perfectly fine remember alone dieing although everything mind telling stronger think love even though dont know ause perfect way ill try sleep hope everyone calm breathe well,neutral
get anxiety emetophobia,negative
anxious anxious watching help,negative
anyone else hard time eating anxious,negative
really good talk,positive
superb,positive
thought okay woke today feeling anxious hard calm youre physically pain convimce everythings okay like month,negative
video brought tear made feel understood thank,positive
im issue couple week ago felt like clear mind control anxietyoverthinking last day seem opposite im starting find lost obsessive thought worse start believe lot anxiety induced procrastination crazy easily slip back pattern thinking even think control,negative
hear word anxiety saying word trigger badly watching freaking also fun fact people care word trigger anxiety also sick got covid idea many attack get everyday yesterday began raining hard scared rain feel like going get swept away lose breathing control think omg dying corona got lung thing get even worse,negative
thank tim box,positive
one phycologists tell normal nice guy advice worth million dollar much better pharmaceutical make worse thank,negative
wow totally amazing friend crew theyll happy listen crew deal issue right youll happy later,positive
oke crew dont want sleep today work tomorrow accept guy let hope dont crash car falling asleep,negative
anyone else future looking bright think get chest pain,negative
talk game changer anxious mind blown,positive
dont get rid harness power one important ted talk trying time,neutral
one best ive watched anxiety,positive
think guy severe anxiety accompanied ocd major depressive disorder decade long history rejection loneliness desperation endless suffering feel suicidal listening feel like solution advice change seething anxiety debilitation selfhatred feel daily basis could buy gun would kill,negative
listening someone going anxiety help calm trigger minenever ending spiral learn shake,neutral
tell straight away youve one know intimately without experiencing yes know well yet im still stuck trying get rid something know fine well im going learn live thing ive comfortable place retreat im anxious minute open eye till finally fall asleep exhausted anxiety kill sleep go gp first access service scotland anyway someone else go itd also free valuable gp time type patient great talk thank,negative
talk gave perspective regarding anxiety helped listen crew plan instead worrying know ill still worrying lot know thank helpful,positive
please god help make peace tired take nomore,negative
buying anxious illness depends well youre functioning daily life also severe anxiety sign early trauma,negative
really needed great speech thanks,positive
great sir,positive
title gave anxiety week ive non stop panic attack body like flight fight mode look forward feeling like soon dedicated learning way stop youre going something similar know youre alone get strong,negative
amazing speech ive dealing anxiety past year due abusive relationship speech helped month therapy,positive
easier stop youre aware put end spot sure,neutral
friend insomnia panic anxiety attack god bless,negative
absolutely useless give actual advice,negative
anxiety disorder example get triggered certain sound misophonia kinda abnormal compared anxiety test instance,negative
